lang,version,uid,master,title,loc,loc2,uid3,master4,Category,loc6,loc7,uid8,master9,Subcategory,loc11,loc12,uid13,master14,Skill,loc16,description,loc17,code,uid18,master19,level,loc21,description22,loc23
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,1224847d3e79478fba8f2da042b28423,1224847d3e79478fba8f2da042b28423,Information strategy,yes,yes,880df553d11242c28dd244222cde9ccd,880df553d11242c28dd244222cde9ccd,Information systems coordination,yes,"Typically within a large organisation in which the information strategy function is devolved to autonomous units, or within a collaborative enterprise of otherwise independent organisations, the coordination of information strategy matters where the adoption of a common approach (such as shared services) would benefit the organisation.",yes,ISCO,eb5e95e5cf9a4b1cbb83049d3b7b596d,eb5e95e5cf9a4b1cbb83049d3b7b596d,7,yes,"Establishes, maintains and communicates the organisation's strategy for managing information and the policies, standards, procedures and methods necessary to implement the strategy. Coordinates all aspects of management of the life cycle of information systems. Represents the interests of the entire organisation to general management and external bodies on matters relating to information strategy.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,1224847d3e79478fba8f2da042b28423,1224847d3e79478fba8f2da042b28423,Information strategy,yes,yes,880df553d11242c28dd244222cde9ccd,880df553d11242c28dd244222cde9ccd,Information systems coordination,yes,"Typically within a large organisation in which the information strategy function is devolved to autonomous units, or within a collaborative enterprise of otherwise independent organisations, the coordination of information strategy matters where the adoption of a common approach (such as shared services) would benefit the organisation.",yes,ISCO,1b62063cb69e4e908998fdd464811cbd,1b62063cb69e4e908998fdd464811cbd,6,yes,"Maintains an awareness of the global needs of the organisation, and promotes (to both information systems and business management) the benefits that a common approach to information and communications technology deployment will bring to the business as a whole. Coordinates the promotion, acquisition, development, and implementation of information systems and services in close liaison with those responsible for management and strategy.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,1224847d3e79478fba8f2da042b28423,1224847d3e79478fba8f2da042b28423,Information strategy,yes,yes,d9c4c99e73694260b3c8a7fcd479ba7a,d9c4c99e73694260b3c8a7fcd479ba7a,Information security,yes,"The selection, design, justification, implementation and operation of controls and management strategies to maintain the security, confidentiality, integrity, availability, accountability and relevant compliance of information systems with legislation, regulation and relevant standards.",yes,SCTY,429f937c20eb4a40a157b6b74510fd4c,429f937c20eb4a40a157b6b74510fd4c,6,yes,"Develops and communicates corporate information security policy, standards and guidelines. Contributes to the development of organisational strategies that address information control requirements. Identifies and monitors environmental and market trends and pro-actively assesses impact on business strategies, benefits and risks. Leads the provision of authoritative advice and guidance on the requirements for security controls in collaboration with experts in other functions e.g. legal, technical support. Ensures architectural principles are applied during design to reduce risk and drives adoption and adherence to policy, standards and guidelines.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,1224847d3e79478fba8f2da042b28423,1224847d3e79478fba8f2da042b28423,Information strategy,yes,yes,d9c4c99e73694260b3c8a7fcd479ba7a,d9c4c99e73694260b3c8a7fcd479ba7a,Information security,yes,"The selection, design, justification, implementation and operation of controls and management strategies to maintain the security, confidentiality, integrity, availability, accountability and relevant compliance of information systems with legislation, regulation and relevant standards.",yes,SCTY,d476cb2304954d859056ed8bd0543949,d476cb2304954d859056ed8bd0543949,5,yes,"Provides advice and guidance on security strategies to manage identified risks and ensure adoption and adherence to standards. Obtains and acts on vulnerability information and conducts security risk assessments, business impact analysis and accreditation on complex information systems. Investigates major breaches of security, and recommends appropriate control improvements. Contributes to development of information security policy, standards and guidelines.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,1224847d3e79478fba8f2da042b28423,1224847d3e79478fba8f2da042b28423,Information strategy,yes,yes,d9c4c99e73694260b3c8a7fcd479ba7a,d9c4c99e73694260b3c8a7fcd479ba7a,Information security,yes,"The selection, design, justification, implementation and operation of controls and management strategies to maintain the security, confidentiality, integrity, availability, accountability and relevant compliance of information systems with legislation, regulation and relevant standards.",yes,SCTY,bad44559686b4e30aa4599d486c1680e,bad44559686b4e30aa4599d486c1680e,4,yes,"Explains the purpose of and provides advice and guidance on the application and operation of elementary physical, procedural and technical security controls. Performs security risk, vulnerability assessments, and business impact analysis for medium complexity information systems. Investigates suspected attacks and manages security incidents. Uses forensics where appropriate.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,1224847d3e79478fba8f2da042b28423,1224847d3e79478fba8f2da042b28423,Information strategy,yes,yes,d9c4c99e73694260b3c8a7fcd479ba7a,d9c4c99e73694260b3c8a7fcd479ba7a,Information security,yes,"The selection, design, justification, implementation and operation of controls and management strategies to maintain the security, confidentiality, integrity, availability, accountability and relevant compliance of information systems with legislation, regulation and relevant standards.",yes,SCTY,2da29ace0cc34b17ae15e42f558fa38b,2da29ace0cc34b17ae15e42f558fa38b,3,yes,Communicates information security risks and issues to business managers and others. Performs basic risk assessments for small information systems. Contributes to vulnerability assessments. Applies and maintains specific security controls as required by organisational policy and local risk assessments. Takes action to respond to security breaches in line with security policy and records the incidents and action taken.,yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,1224847d3e79478fba8f2da042b28423,1224847d3e79478fba8f2da042b28423,Information strategy,yes,yes,d9c4c99e73694260b3c8a7fcd479ba7a,d9c4c99e73694260b3c8a7fcd479ba7a,Information security,yes,"The selection, design, justification, implementation and operation of controls and management strategies to maintain the security, confidentiality, integrity, availability, accountability and relevant compliance of information systems with legislation, regulation and relevant standards.",yes,SCTY,f038c8e5db014958acc0b56f9020459a,f038c8e5db014958acc0b56f9020459a,7,yes,"Directs the development, implementation, delivery and support of an enterprise information security strategy aligned to the strategic requirements of the business. Ensures compliance between business strategies and information security and leads the provision of information security resources expertise, guidance and systems necessary to execute strategic and operational plans across all of the organisation's information systems.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,1224847d3e79478fba8f2da042b28423,1224847d3e79478fba8f2da042b28423,Information strategy,yes,yes,f6254b124008418fa2b0e3badc16bc6c,f6254b124008418fa2b0e3badc16bc6c,Information assurance,yes,"The protection of integrity, availability, authenticity, non-repudiation and confidentiality of information and data in storage and in transit. The management of risk in a pragmatic and cost effective manner to ensure stakeholder confidence.",yes,INAS,6afb3cfae9b54d1b934fea4bb234e73c,6afb3cfae9b54d1b934fea4bb234e73c,7,yes,"Directs the creation and review of an enterprise information assurance strategy to support the strategic requirements of the business. Ensures compliance between business strategies and information assurance by setting strategies, policies, standards and practices and leading the provision of information assurance expertise, advice and guidance across all of the organisation's information and information systems.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,1224847d3e79478fba8f2da042b28423,1224847d3e79478fba8f2da042b28423,Information strategy,yes,yes,f6254b124008418fa2b0e3badc16bc6c,f6254b124008418fa2b0e3badc16bc6c,Information assurance,yes,"The protection of integrity, availability, authenticity, non-repudiation and confidentiality of information and data in storage and in transit. The management of risk in a pragmatic and cost effective manner to ensure stakeholder confidence.",yes,INAS,2d855bca96124365bbf5e1bcc6bb987e,2d855bca96124365bbf5e1bcc6bb987e,6,yes,"Develops corporate Information assurance policy, standards and guidelines. Contributes to the development of organisational strategies that address the evolving business risk and information control requirements. Drives adoption of and adherence to policies and standards through the provision of expert advice and guidance in order to ensure architectural principles are applied, requirements are defined and rigorous security testing is applied. Monitors environmental and market trends and pro-actively assesses impact on business strategies, benefits and risks.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,1224847d3e79478fba8f2da042b28423,1224847d3e79478fba8f2da042b28423,Information strategy,yes,yes,f6254b124008418fa2b0e3badc16bc6c,f6254b124008418fa2b0e3badc16bc6c,Information assurance,yes,"The protection of integrity, availability, authenticity, non-repudiation and confidentiality of information and data in storage and in transit. The management of risk in a pragmatic and cost effective manner to ensure stakeholder confidence.",yes,INAS,72613516f2454c5f8e9f0bfc0d11aceb,72613516f2454c5f8e9f0bfc0d11aceb,5,yes,"Interprets information assurance and security policies and applies these in order to manage risks. Provides advice and guidance to ensure adoption of and adherence to information assurance architectures, strategies, policies, standards and guidelines. Uses testing to support information assurance. Contributes to the development of policies, standards and guidelines.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,1224847d3e79478fba8f2da042b28423,1224847d3e79478fba8f2da042b28423,Information strategy,yes,yes,d5bb14b06d2a4c92a44cdd2f48db0fd6,d5bb14b06d2a4c92a44cdd2f48db0fd6,Analytics,yes,"The validation and analysis of significant volumes of data, including the ability to discover and quantify patterns and trends in numbers, symbols, text, sound and image. Relevant techniques may include statistical and data mining algorithms and machine learning methods such as rule induction, artificial neural networks, genetic algorithms and automated indexing systems.",yes,INAN,c154aa6f28a0473b91c282d876e8a845,c154aa6f28a0473b91c282d876e8a845,7,yes,Provides leadership and guidance for analysis of both internal and external data. Is responsible for the organisation's commitment to efficient and effective analysis of textual/numerical/visual/audio information. Identifies and establishes the veracity of external sources of information of relevance to the operational needs of the enterprise.,yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,1224847d3e79478fba8f2da042b28423,1224847d3e79478fba8f2da042b28423,Information strategy,yes,yes,d5bb14b06d2a4c92a44cdd2f48db0fd6,d5bb14b06d2a4c92a44cdd2f48db0fd6,Analytics,yes,"The validation and analysis of significant volumes of data, including the ability to discover and quantify patterns and trends in numbers, symbols, text, sound and image. Relevant techniques may include statistical and data mining algorithms and machine learning methods such as rule induction, artificial neural networks, genetic algorithms and automated indexing systems.",yes,INAN,3c6ad08a417d4d1d8e9efaefb5d6b310,3c6ad08a417d4d1d8e9efaefb5d6b310,6,yes,"Establishes and manages analytical methods and techniques, such as predictive analytics, enterprise decision support, retail analytics and web analytics. Plans and implements the dissemination of methods and techniques.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,1224847d3e79478fba8f2da042b28423,1224847d3e79478fba8f2da042b28423,Information strategy,yes,yes,d5bb14b06d2a4c92a44cdd2f48db0fd6,d5bb14b06d2a4c92a44cdd2f48db0fd6,Analytics,yes,"The validation and analysis of significant volumes of data, including the ability to discover and quantify patterns and trends in numbers, symbols, text, sound and image. Relevant techniques may include statistical and data mining algorithms and machine learning methods such as rule induction, artificial neural networks, genetic algorithms and automated indexing systems.",yes,INAN,be1cee82f09646e2ae8877eec6cb25fd,be1cee82f09646e2ae8877eec6cb25fd,5,yes,"Specifies and applies appropriate analytical techniques to create information which supports business decision-making. Formats and communicates results, using textual, numeric, graphical and other visualisation methods appropriate to the target audience.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,1224847d3e79478fba8f2da042b28423,1224847d3e79478fba8f2da042b28423,Information strategy,yes,yes,d5bb14b06d2a4c92a44cdd2f48db0fd6,d5bb14b06d2a4c92a44cdd2f48db0fd6,Analytics,yes,"The validation and analysis of significant volumes of data, including the ability to discover and quantify patterns and trends in numbers, symbols, text, sound and image. Relevant techniques may include statistical and data mining algorithms and machine learning methods such as rule induction, artificial neural networks, genetic algorithms and automated indexing systems.",yes,INAN,60bc1253e67e40bf95ff8bc401992327,60bc1253e67e40bf95ff8bc401992327,4,yes,"Applies a variety of analytical and visualisation techniques, in consultation with experts if appropriate, and with sensitivity to the limitations of the techniques.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,1224847d3e79478fba8f2da042b28423,1224847d3e79478fba8f2da042b28423,Information strategy,yes,yes,d5bb14b06d2a4c92a44cdd2f48db0fd6,d5bb14b06d2a4c92a44cdd2f48db0fd6,Analytics,yes,"The validation and analysis of significant volumes of data, including the ability to discover and quantify patterns and trends in numbers, symbols, text, sound and image. Relevant techniques may include statistical and data mining algorithms and machine learning methods such as rule induction, artificial neural networks, genetic algorithms and automated indexing systems.",yes,INAN,c13fba4988524e7d936f015bcb0b6c61,c13fba4988524e7d936f015bcb0b6c61,3,yes,"Undertakes analytical activities and delivers analysis outputs, in accordance with customer needs and conforming to agreed standards.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,1224847d3e79478fba8f2da042b28423,1224847d3e79478fba8f2da042b28423,Information strategy,yes,yes,255742b088f64f569bdc7421628e51f7,255742b088f64f569bdc7421628e51f7,Information content publishing,yes,"The evaluation and application of different publishing methods and options, recognising key features, including open source and proprietary options. The management and tuning of the processes that collect, assemble and publish information, including in unstructured and semi-structured forms, for delivery to the user at the point at which it is needed. The management of copyright, data protection and other legal issues associated with publishing and re-use of published information and data.",yes,ICPM,5b190e23d4ed4aa086f5dbfffb0e7a53,5b190e23d4ed4aa086f5dbfffb0e7a53,6,yes,"Develops strategies for the delivery of information and knowledge, including preferred media, and rules for formatting content. Ensures that adequate procedures, standards, tools and resources are in place to ensure the appropriate quality of material developed by information publishers within the organisation. Takes responsibility for publishing strategy, including, for example, frameworks for the overall information structure and graphical style for substantial, complex or high-profile web sites. Directs the selection of appropriate tools, templates and standards for publication in various forms, appropriate to customer expectations.",yes
